Incident ID,Date,Site,Country,Incident Type,Severity,Shift,Response Time (min),Badge Access,CCTV Alert,Visitor,Outcome
INC00527,2026-01-19,Dublin,Ireland,Lost Badge,Medium,Day,13,No,Yes,Yes,Confirmed
INC00528,2026-06-21,Austin,USA,Lost Badge,Medium,Night,3,Yes,Yes,No,Confirmed
INC00529,2026-06-19,Austin,USA,Lost Badge,Low,Evening,15,Yes,No,No,Confirmed
INC00530,2025-11-16,Bangalore,India,Unauthorized Access,High,Day,14,No,Yes,Yes,Confirmed
INC00531,2025-06-11,Tokyo,Japan,CCTV False Alarm,Low,Day,11,No,Yes,Yes,False Alarm
INC00532,2025-10-18,Tokyo,Japan,CCTV Offline,Medium,Day,12,Yes,Yes,No,Under Investigation
INC00533,2025-02-21,Sydney,Australia,Tailgating,Medium,Day,13,Yes,Yes,No,Confirmed
INC00534,2025-07-22,Sydney,Australia,Suspicious Package,High,Day,13,No,Yes,No,Under Investigation
INC00535,2026-04-25,Sydney,Australia,Suspicious Package,Critical,Day,15,No,Yes,No,Under Investigation
INC00536,2026-02-06,Austin,USA,Suspicious Package,High,Night,14,Yes,No,No,Under Investigation
INC00537,2026-05-02,Tokyo,Japan,CCTV False Alarm,Low,Day,16,No,Yes,No,False Alarm
INC00538,2025-04-20,Austin,USA,CCTV Offline,Medium,Day,15,Yes,Yes,No,Confirmed
INC00539,2025-09-07,Berlin,Germany,Suspicious Package,High,Day,2,Yes,Yes,No,Confirmed
INC00540,2025-08-30,Berlin,Germany,Suspicious Package,High,Evening,7,Yes,Yes,No,Resolved
INC00541,2025-04-10,Sydney,Australia,Unauthorized Access,High,Day,13,N/A,Yes,Yes,Resolved
INC00542,2025-03-04,Berlin,Germany,Badge Misuse,High,Evening,9,Yes,No,No,Under Investigation
INC00543,2025-10-26,Bangalore,India,Door Forced Open,High,Evening,6,Yes,Yes,No,Confirmed
INC00544,2025-01-09,Dublin,Ireland,Visitor Policy Violation,Medium,Night,16,No,Yes,No,Under Investigation
INC00545,2026-01-03,Bangalore,India,Badge Misuse,Medium,Day,15,Yes,Yes,No,Resolved
INC00546,2025-08-05,Berlin,Germany,Visitor Policy Violation,Medium,Day,14,No,Yes,Yes,Confirmed
INC00547,2025-05-09,Tokyo,Japan,Visitor Policy Violation,Low,Day,13,Yes,Yes,No,Confirmed
INC00548,2026-03-02,Austin,USA,Unauthorized Access,Medium,Evening,13,No,No,No,Under Investigation
INC00549,2026-04-06,Austin,USA,CCTV False Alarm,Low,Evening,9,Yes,Yes,No,False Alarm
INC00550,2026-01-11,Singapore,Singapore,CCTV Offline,Medium,Day,14,Yes,Yes,No,Confirmed
INC00551,2026-06-24,Sydney,Australia,Unauthorized Access,Medium,Night,26,No,Yes,Yes,Under Investigation
INC00552,2025-03-21,London,UK,Lost Badge,Medium,Evening,10,No,Yes,No,Resolved
INC00553,2026-06-09,Tokyo,Japan,CCTV Offline,Medium,Evening,17,Yes,Yes,No,Confirmed
INC00554,2025-09-24,Austin,USA,Tailgating,High,Night,8,Yes,Yes,Yes,Confirmed
INC00555,2025-03-26,Dublin,Ireland,Suspicious Package,Critical,Day,13,No,Yes,No,Confirmed
INC00556,2025-06-04,Dublin,Ireland,Tailgating,Medium,Evening,13,No,Yes,Yes,Resolved
INC00557,2025-02-03,Singapore,Singapore,CCTV False Alarm,Low,Night,10,Yes,No,Yes,False Alarm
INC00558,2026-03-27,Sydney,Australia,Visitor Policy Violation,Medium,Day,13,No,Yes,No,Resolved
INC00559,2025-04-29,Bangalore,India,Emergency Exit Misuse,High,Night,17,Yes,Yes,No,Under Investigation
INC00560,2025-05-29,Singapore,Singapore,Visitor Policy Violation,Medium,Evening,13,Yes,Yes,No,Resolved
INC00561,2025-02-12,Berlin,Germany,Emergency Exit Misuse,High,Night,17,Yes,No,No,Resolved
INC00562,2025-04-11,Dublin,Ireland,Badge Misuse,High,Day,15,Yes,Yes,No,Resolved
INC00563,2025-07-04,Singapore,Singapore,Emergency Exit Misuse,Medium,Evening,11,Yes,Yes,No,Confirmed
INC00564,2025-09-15,Sydney,Australia,Badge Misuse,Medium,Night,12,Yes,Yes,Yes,Under Investigation
INC00565,2025-05-03,Singapore,Singapore,Suspicious Package,Critical,Night,17,Yes,Yes,No,Confirmed
INC00566,2026-04-24,Austin,USA,Unauthorized Access,Medium,Day,15,No,Yes,No,Under Investigation
INC00567,2025-03-17,Berlin,Germany,Emergency Exit Misuse,High,Day,11,Yes,No,No,Resolved
INC00568,2025-07-25,Austin,USA,CCTV False Alarm,Low,Evening,13,No,Yes,No,False Alarm
INC00569,2025-04-19,Austin,USA,CCTV Offline,Medium,Day,18,Yes,Yes,No,Confirmed
INC00570,2025-01-01,Sydney,Australia,Tailgating,High,Day,7,No,Yes,No,Resolved
INC00571,2026-05-18,Berlin,Germany,Suspicious Package,Critical,Evening,6,No,No,Yes,Confirmed
INC00572,2026-01-03,Berlin,Germany,CCTV False Alarm,Low,Evening,12,Yes,Yes,Yes,False Alarm
INC00573,2026-04-16,London,UK,Badge Misuse,High,Day,12,Yes,Yes,No,Resolved
INC00574,2026-01-03,Dublin,Ireland,Visitor Policy Violation,Low,Evening,7,Yes,No,No,Confirmed
INC00575,2025-09-02,Bangalore,India,Lost Badge,Low,Night,10,Yes,Yes,No,Resolved
INC00576,2025-12-12,Sydney,Australia,Tailgating,Medium,Day,12,No,Yes,Yes,Resolved
INC00577,2025-08-27,Sydney,Australia,Emergency Exit Misuse,Medium,Night,13,Yes,Yes,No,Under Investigation
INC00578,2025-02-21,Bangalore,India,Lost Badge,Low,Day,11,No,No,Yes,Resolved
INC00579,2025-08-14,London,UK,Unauthorized Access,Medium,Evening,15,Yes,No,No,Confirmed
INC00580,2025-08-07,London,UK,Emergency Exit Misuse,Medium,Day,13,No,Yes,No,Confirmed
INC00581,2025-06-18,Austin,USA,Visitor Policy Violation,Low,Evening,2,Yes,Yes,No,Resolved
INC00582,2025-01-08,Austin,USA,Tailgating,High,Day,16,Yes,Yes,No,Under Investigation
INC00583,2025-10-05,Berlin,Germany,CCTV False Alarm,Low,Day,6,No,Yes,Yes,False Alarm
INC00584,2025-11-05,Austin,USA,CCTV False Alarm,Low,Evening,11,Yes,Yes,Yes,False Alarm
INC00585,2026-06-04,London,UK,CCTV Offline,Medium,Evening,13,No,Yes,Yes,Resolved
INC00586,2025-02-14,Sydney,Australia,CCTV False Alarm,Low,Day,20,Yes,Yes,Yes,False Alarm
INC00587,2025-02-23,Dublin,Ireland,Badge Misuse,High,Day,14,No,Yes,Yes,Under Investigation
INC00588,2025-11-30,Sydney,Australia,Suspicious Package,High,Day,10,Yes,Yes,Yes,Confirmed
INC00589,2025-03-17,Berlin,Germany,Lost Badge,Medium,Night,6,No,Yes,No,Confirmed
INC00590,2025-07-18,Berlin,Germany,Badge Misuse,Medium,Evening,13,No,No,Yes,Confirmed
INC00591,2026-04-22,Bangalore,India,Suspicious Person,Medium,Day,9,Yes,No,No,Resolved
INC00592,2026-06-19,Austin,USA,Suspicious Package,Critical,Day,12,Yes,No,No,Confirmed
INC00593,2025-09-10,Dublin,Ireland,Tailgating,High,Night,12,Yes,No,No,Under Investigation
INC00594,2026-04-27,Bangalore,India,Visitor Policy Violation,Low,Day,17,No,Yes,No,Confirmed
INC00595,2025-01-13,London,UK,CCTV False Alarm,Low,Day,10,Yes,Yes,Yes,False Alarm
INC00596,2025-06-15,London,UK,Tailgating,High,Evening,7,No,No,No,Confirmed
INC00597,2026-02-20,Sydney,Australia,CCTV False Alarm,Low,Night,16,No,Yes,Yes,False Alarm
INC00598,2025-10-31,London,UK,Visitor Policy Violation,Medium,Evening,21,Yes,Yes,No,Confirmed
INC00599,2025-12-10,Singapore,Singapore,Emergency Exit Misuse,Medium,Evening,11,No,Yes,No,Confirmed
INC00600,2025-06-29,Tokyo,Japan,CCTV False Alarm,Low,Day,10,No,Yes,No,False Alarm
INC00601,2025-04-27,Singapore,Singapore,Door Forced Open,Critical,Day,7,No,No,No,Confirmed
INC00602,2026-05-31,Singapore,Singapore,Badge Misuse,High,Night,5,No,Yes,Yes,Confirmed
INC00603,2026-06-29,Sydney,Australia,CCTV Offline,Medium,Evening,9,Yes,Yes,No,Under Investigation
INC00604,2026-02-05,London,UK,Lost Badge,Medium,Day,6,No,Yes,No,Confirmed
INC00605,2025-07-29,Dublin,Ireland,Unauthorized Access,Medium,Evening,5,Yes,No,No,Confirmed
INC00606,2025-01-22,Tokyo,Japan,Visitor Policy Violation,Medium,Night,11,Yes,Yes,No,Confirmed
INC00607,2025-12-01,Tokyo,Japan,Visitor Policy Violation,Medium,Evening,4,Yes,Yes,No,Confirmed
INC00608,2026-01-16,Dublin,Ireland,Door Forced Open,Critical,Day,12,N/A,Yes,Yes,Confirmed
INC00609,2025-10-20,Sydney,Australia,Door Forced Open,High,Night,13,No,No,No,Confirmed
INC00610,2026-03-28,London,UK,Tailgating,High,Evening,14,Yes,Yes,No,Confirmed
INC00611,2025-06-16,Tokyo,Japan,Badge Misuse,Medium,Day,9,Yes,No,No,Under Investigation
INC00612,2026-06-04,Tokyo,Japan,Door Forced Open,High,Night,11,Yes,Yes,No,Confirmed
INC00613,2025-04-26,Austin,USA,Suspicious Package,High,Day,10,Yes,Yes,No,Confirmed
INC00614,2025-02-26,Singapore,Singapore,CCTV False Alarm,Low,Day,2,No,Yes,No,False Alarm
INC00615,2026-04-02,Dublin,Ireland,Lost Badge,Low,Day,6,N/A,Yes,No,Resolved
INC00616,2026-03-14,Bangalore,India,Emergency Exit Misuse,High,Day,2,Yes,Yes,No,Confirmed
INC00617,2026-03-31,Sydney,Australia,CCTV Offline,Medium,Day,11,Yes,Yes,No,Under Investigation
INC00618,2025-11-07,Berlin,Germany,Door Forced Open,High,Day,6,Yes,No,No,Confirmed
INC00619,2025-10-07,Berlin,Germany,Unauthorized Access,Medium,Day,6,No,Yes,Yes,Confirmed
INC00620,2025-11-06,Berlin,Germany,Suspicious Person,High,Day,15,No,Yes,No,Confirmed
INC00621,2026-04-29,Bangalore,India,Tailgating,Medium,Day,17,Yes,Yes,No,Resolved
INC00622,2025-03-10,Bangalore,India,Unauthorized Access,High,Evening,17,Yes,Yes,No,Confirmed
INC00623,2025-05-03,Dublin,Ireland,Emergency Exit Misuse,High,Night,6,Yes,Yes,No,Confirmed
INC00624,2025-10-07,Sydney,Australia,Door Forced Open,Critical,Day,17,Yes,Yes,No,Confirmed
INC00625,2025-07-07,Dublin,Ireland,CCTV Offline,Medium,Evening,12,Yes,Yes,No,Resolved
INC00626,2025-12-27,Dublin,Ireland,Suspicious Person,High,Day,5,No,Yes,No,Confirmed
INC00627,2025-06-16,Sydney,Australia,Visitor Policy Violation,Medium,Night,14,Yes,Yes,No,Resolved
INC00628,2025-04-30,London,UK,Visitor Policy Violation,Medium,Night,13,No,No,No,Confirmed
INC00629,2026-06-20,Tokyo,Japan,Door Forced Open,Critical,Night,12,No,Yes,No,Confirmed
INC00630,2025-05-14,Austin,USA,Lost Badge,Medium,Day,7,N/A,Yes,No,Confirmed
INC00631,2025-04-21,Bangalore,India,CCTV False Alarm,Low,Day,19,Yes,Yes,No,False Alarm
INC00632,2025-04-09,Bangalore,India,Unauthorized Access,High,Evening,13,No,No,Yes,Under Investigation
INC00633,2025-05-30,Austin,USA,Emergency Exit Misuse,High,Day,18,No,Yes,Yes,Confirmed
INC00634,2025-01-15,Singapore,Singapore,CCTV Offline,Medium,Day,2,Yes,Yes,No,Confirmed
INC00635,2026-05-02,Bangalore,India,Unauthorized Access,Medium,Night,7,Yes,No,Yes,Confirmed
INC00636,2026-02-22,Berlin,Germany,Visitor Policy Violation,Low,Evening,16,Yes,No,Yes,Confirmed
INC00637,2025-02-11,Austin,USA,CCTV False Alarm,Low,Night,17,Yes,Yes,No,False Alarm
INC00638,2026-03-15,Sydney,Australia,Lost Badge,Medium,Day,14,Yes,Yes,No,Confirmed
INC00639,2026-05-19,Tokyo,Japan,Door Forced Open,High,Night,9,Yes,Yes,Yes,Confirmed
INC00640,2025-07-23,London,UK,Door Forced Open,High,Day,7,Yes,Yes,No,Confirmed
INC00641,2025-10-07,Berlin,Germany,CCTV False Alarm,Low,Night,12,No,Yes,No,False Alarm
INC00642,2026-04-11,Berlin,Germany,CCTV False Alarm,Low,Day,3,Yes,Yes,No,False Alarm
INC00643,2025-03-11,Austin,USA,Tailgating,Medium,Night,10,Yes,Yes,No,Confirmed
INC00644,2025-07-26,London,UK,Unauthorized Access,High,Night,12,Yes,Yes,No,Confirmed
INC00645,2025-05-02,Bangalore,India,Tailgating,High,Night,8,Yes,Yes,Yes,Confirmed
INC00646,2025-11-16,Dublin,Ireland,Door Forced Open,Critical,Day,14,No,Yes,Yes,Confirmed
INC00647,2026-02-05,Sydney,Australia,CCTV False Alarm,Low,Evening,11,Yes,Yes,No,False Alarm
INC00648,2025-02-16,Dublin,Ireland,Badge Misuse,Medium,Day,18,Yes,Yes,No,Confirmed
INC00649,2026-01-01,Tokyo,Japan,Visitor Policy Violation,Low,Day,10,Yes,Yes,No,Confirmed
INC00650,2025-01-21,London,UK,Suspicious Person,Medium,Day,12,Yes,Yes,No,Confirmed
INC00651,2025-01-23,Berlin,Germany,Suspicious Person,Medium,Evening,16,Yes,Yes,No,Confirmed
INC00652,2025-12-14,Singapore,Singapore,Badge Misuse,High,Evening,11,Yes,Yes,No,Confirmed
INC00653,2025-02-18,London,UK,CCTV Offline,Medium,Day,10,No,Yes,No,Resolved
INC00654,2026-06-28,London,UK,Suspicious Package,High,Day,18,Yes,Yes,No,Resolved
INC00655,2025-11-17,Dublin,Ireland,CCTV Offline,Medium,Day,13,No,Yes,No,Confirmed
INC00656,2025-08-07,Bangalore,India,Emergency Exit Misuse,Medium,Evening,16,No,No,No,Confirmed
INC00657,2026-01-09,Berlin,Germany,Suspicious Package,Critical,Evening,8,No,Yes,No,Confirmed
INC00658,2025-10-01,London,UK,Emergency Exit Misuse,Medium,Night,12,No,Yes,No,Resolved
INC00659,2025-01-29,Berlin,Germany,Lost Badge,Low,Day,12,Yes,Yes,No,Resolved
INC00660,2025-01-30,Bangalore,India,Lost Badge,Low,Day,21,Yes,No,No,Confirmed
INC00661,2025-03-27,Bangalore,India,CCTV False Alarm,Low,Day,10,Yes,No,No,False Alarm
INC00662,2026-05-28,London,UK,Visitor Policy Violation,Low,Day,15,No,Yes,No,Under Investigation
INC00663,2025-05-06,Dublin,Ireland,CCTV False Alarm,Low,Day,12,No,Yes,No,False Alarm
INC00664,2025-06-29,Singapore,Singapore,Visitor Policy Violation,Low,Day,7,Yes,Yes,No,Under Investigation
INC00665,2025-04-26,Bangalore,India,CCTV False Alarm,Low,Evening,9,No,No,No,False Alarm
INC00666,2025-11-12,Austin,USA,Badge Misuse,High,Night,16,Yes,No,No,Resolved
INC00667,2026-01-29,Bangalore,India,Emergency Exit Misuse,Medium,Day,7,Yes,No,Yes,Under Investigation
INC00668,2026-02-07,Sydney,Australia,Visitor Policy Violation,Low,Night,23,No,No,No,Under Investigation
INC00669,2025-06-14,Singapore,Singapore,Suspicious Person,Medium,Night,18,No,Yes,No,Confirmed
INC00670,2025-12-07,London,UK,CCTV False Alarm,Low,Night,8,No,No,No,False Alarm
INC00671,2025-12-01,Austin,USA,Suspicious Person,Medium,Day,10,Yes,Yes,No,Resolved
INC00672,2025-11-09,Austin,USA,Tailgating,High,Day,12,Yes,Yes,Yes,Confirmed
INC00673,2025-11-24,Austin,USA,Suspicious Package,High,Night,2,Yes,Yes,No,Confirmed
INC00674,2025-07-06,Dublin,Ireland,Lost Badge,Low,Day,15,Yes,Yes,No,Confirmed
INC00675,2026-04-19,Bangalore,India,Tailgating,Medium,Night,14,Yes,Yes,No,Confirmed
INC00676,2025-05-01,London,UK,Badge Misuse,Medium,Night,19,Yes,Yes,No,Under Investigation
INC00677,2025-07-15,Sydney,Australia,Unauthorized Access,Medium,Night,20,Yes,Yes,No,Confirmed
INC00678,2025-10-17,Singapore,Singapore,Suspicious Package,Critical,Night,8,No,Yes,Yes,Confirmed
INC00679,2026-04-07,Bangalore,India,Suspicious Person,High,Day,16,No,Yes,Yes,Confirmed
INC00680,2026-03-10,Tokyo,Japan,Visitor Policy Violation,Low,Night,9,No,Yes,Yes,Confirmed
INC00681,2025-02-16,Tokyo,Japan,Lost Badge,Medium,Night,17,Yes,No,No,Confirmed
INC00682,2026-05-31,Bangalore,India,Suspicious Package,Critical,Day,12,Yes,Yes,No,Confirmed
INC00683,2025-02-15,Berlin,Germany,Door Forced Open,Critical,Day,17,N/A,Yes,No,Confirmed
INC00684,2026-03-23,Dublin,Ireland,Suspicious Package,High,Evening,11,No,Yes,No,Resolved
INC00685,2025-06-02,Austin,USA,CCTV Offline,Medium,Day,14,Yes,Yes,No,Confirmed
INC00686,2026-05-12,Sydney,Australia,Tailgating,High,Day,13,Yes,Yes,No,Confirmed
INC00687,2025-07-04,Tokyo,Japan,Unauthorized Access,Medium,Night,16,No,Yes,No,Confirmed
INC00688,2025-03-20,Bangalore,India,CCTV Offline,Medium,Day,4,Yes,Yes,Yes,Confirmed
INC00689,2025-04-19,Dublin,Ireland,Emergency Exit Misuse,Medium,Day,13,Yes,No,No,Confirmed
INC00690,2025-02-14,Dublin,Ireland,Suspicious Package,Critical,Day,9,No,No,No,Confirmed
INC00691,2025-10-17,Austin,USA,Lost Badge,Low,Night,11,Yes,No,No,Confirmed
INC00692,2025-08-02,Austin,USA,Lost Badge,Medium,Day,13,Yes,Yes,No,Resolved
INC00693,2026-03-19,Austin,USA,Unauthorized Access,High,Evening,11,No,Yes,No,Confirmed
INC00694,2026-02-02,Tokyo,Japan,CCTV Offline,Medium,Evening,2,Yes,Yes,No,Resolved
INC00695,2026-03-13,Tokyo,Japan,Suspicious Package,Critical,Day,17,N/A,Yes,No,Confirmed
INC00696,2026-03-24,Sydney,Australia,CCTV Offline,Medium,Day,15,Yes,No,No,Under Investigation
INC00697,2025-02-18,Dublin,Ireland,Lost Badge,Medium,Day,2,Yes,Yes,No,Confirmed
INC00698,2026-05-31,Dublin,Ireland,Badge Misuse,High,Evening,8,Yes,Yes,No,Resolved
INC00699,2025-11-01,Berlin,Germany,Tailgating,Medium,Day,8,No,Yes,No,Confirmed
INC00700,2025-09-23,Austin,USA,Lost Badge,Low,Day,19,No,Yes,No,Confirmed
INC00701,2026-04-17,London,UK,Tailgating,Medium,Evening,8,N/A,Yes,No,Resolved
INC00702,2025-03-31,Tokyo,Japan,Emergency Exit Misuse,High,Night,2,Yes,Yes,Yes,Confirmed
INC00703,2025-05-29,Singapore,Singapore,Tailgating,Medium,Evening,8,No,Yes,Yes,Confirmed
INC00704,2025-04-30,Sydney,Australia,Door Forced Open,Critical,Day,7,Yes,Yes,No,Under Investigation
INC00705,2025-07-26,Sydney,Australia,Tailgating,High,Evening,9,Yes,Yes,Yes,Resolved
INC00706,2025-10-25,Berlin,Germany,Visitor Policy Violation,Medium,Night,21,Yes,Yes,No,Resolved
INC00707,2026-03-09,Sydney,Australia,Lost Badge,Low,Evening,6,Yes,Yes,No,Confirmed
INC00708,2025-10-22,Tokyo,Japan,CCTV False Alarm,Low,Day,9,No,Yes,No,False Alarm
INC00709,2026-04-25,Singapore,Singapore,Suspicious Package,High,Night,14,No,No,No,Resolved
INC00710,2025-10-17,Tokyo,Japan,CCTV False Alarm,Low,Evening,15,No,Yes,No,False Alarm
INC00711,2025-04-14,Austin,USA,Lost Badge,Low,Evening,15,Yes,Yes,No,Under Investigation
INC00712,2025-06-28,Tokyo,Japan,Suspicious Person,High,Evening,2,No,No,Yes,Confirmed
INC00713,2025-08-18,Berlin,Germany,Unauthorized Access,Medium,Day,2,No,Yes,No,Confirmed
INC00714,2026-03-25,Austin,USA,CCTV Offline,Medium,Night,13,No,No,No,Under Investigation
INC00715,2025-06-21,London,UK,CCTV Offline,Medium,Evening,5,No,Yes,No,Confirmed
INC00716,2025-12-09,Sydney,Australia,Unauthorized Access,Medium,Evening,4,No,Yes,Yes,Under Investigation
INC00717,2026-06-02,Bangalore,India,Lost Badge,Medium,Day,13,No,Yes,No,Confirmed
INC00718,2026-02-28,Berlin,Germany,Lost Badge,Low,Night,15,No,No,No,Confirmed
INC00719,2025-01-11,Tokyo,Japan,Tailgating,High,Day,10,Yes,Yes,No,Resolved
INC00720,2025-06-04,Berlin,Germany,Tailgating,High,Night,6,No,Yes,No,Resolved
INC00721,2025-11-08,Dublin,Ireland,Visitor Policy Violation,Medium,Night,11,Yes,No,No,Resolved
INC00722,2026-03-29,Austin,USA,Visitor Policy Violation,Medium,Evening,7,No,No,No,Confirmed
INC00723,2025-12-09,Singapore,Singapore,Suspicious Person,Medium,Day,5,No,Yes,No,Confirmed
INC00724,2025-06-13,Dublin,Ireland,CCTV Offline,Medium,Night,17,Yes,No,No,Confirmed
INC00725,2026-01-17,Dublin,Ireland,Visitor Policy Violation,Low,Night,11,Yes,Yes,No,Confirmed
INC00726,2025-08-28,Bangalore,India,CCTV False Alarm,Low,Night,17,Yes,Yes,No,False Alarm
INC00727,2026-06-13,Austin,USA,Visitor Policy Violation,Low,Day,3,Yes,Yes,No,Resolved
INC00728,2025-05-14,London,UK,Unauthorized Access,Medium,Day,7,Yes,Yes,No,Confirmed
INC00729,2026-03-27,Berlin,Germany,Suspicious Person,High,Evening,7,No,Yes,Yes,Confirmed
INC00730,2026-06-10,Sydney,Australia,CCTV False Alarm,Low,Night,2,No,Yes,Yes,False Alarm
INC00731,2026-01-14,Sydney,Australia,Tailgating,Medium,Night,14,No,Yes,No,Confirmed
INC00732,2026-01-19,Austin,USA,Unauthorized Access,High,Day,10,Yes,Yes,No,Confirmed
INC00733,2025-08-09,Berlin,Germany,Tailgating,High,Night,15,Yes,Yes,Yes,Confirmed
INC00734,2025-12-12,Sydney,Australia,Suspicious Package,High,Evening,19,No,Yes,No,Resolved
INC00735,2026-04-05,Austin,USA,CCTV Offline,Medium,Night,16,Yes,Yes,No,Confirmed
INC00736,2026-03-30,Berlin,Germany,Badge Misuse,Medium,Night,18,No,Yes,No,Resolved
INC00737,2025-03-29,Dublin,Ireland,CCTV Offline,Medium,Evening,14,Yes,Yes,No,Confirmed
INC00738,2026-06-29,Sydney,Australia,CCTV Offline,Medium,Day,18,Yes,Yes,No,Confirmed
INC00739,2025-02-16,Sydney,Australia,Unauthorized Access,High,Day,2,Yes,Yes,Yes,Confirmed
INC00740,2025-04-12,Berlin,Germany,Suspicious Person,Medium,Day,12,Yes,Yes,Yes,Resolved
INC00741,2025-03-02,Austin,USA,Suspicious Person,High,Evening,8,Yes,Yes,No,Confirmed
INC00742,2025-05-04,Berlin,Germany,Badge Misuse,High,Day,9,Yes,Yes,No,Confirmed
INC00743,2026-04-21,Berlin,Germany,Unauthorized Access,High,Day,10,Yes,Yes,No,Confirmed
INC00744,2026-02-21,London,UK,Lost Badge,Low,Day,11,Yes,No,No,Resolved
INC00745,2026-03-10,Austin,USA,Badge Misuse,Medium,Night,18,Yes,No,No,Resolved
INC00746,2026-05-09,Austin,USA,Tailgating,Medium,Night,10,Yes,Yes,No,Under Investigation
INC00747,2025-03-13,Singapore,Singapore,Suspicious Package,High,Day,10,Yes,Yes,No,Confirmed
INC00748,2025-12-17,Berlin,Germany,Lost Badge,Medium,Night,16,No,No,No,Confirmed
INC00749,2025-12-03,Tokyo,Japan,Badge Misuse,Medium,Evening,19,No,Yes,No,Under Investigation
INC00750,2025-03-25,Austin,USA,Visitor Policy Violation,Medium,Night,12,No,Yes,Yes,Confirmed
INC00751,2026-01-21,Sydney,Australia,Emergency Exit Misuse,Medium,Day,14,Yes,Yes,No,Confirmed
INC00752,2025-08-15,Sydney,Australia,Badge Misuse,Medium,Day,7,No,Yes,No,Resolved
INC00753,2025-08-15,Singapore,Singapore,Unauthorized Access,High,Night,12,Yes,Yes,No,Resolved
INC00754,2026-02-10,Singapore,Singapore,Tailgating,Medium,Night,17,Yes,Yes,No,Confirmed
INC00755,2025-05-12,Singapore,Singapore,Emergency Exit Misuse,Medium,Day,11,No,No,No,Resolved
INC00756,2026-06-30,Dublin,Ireland,Lost Badge,Low,Night,9,No,Yes,No,Confirmed
INC00757,2025-11-27,Berlin,Germany,Emergency Exit Misuse,Medium,Night,2,Yes,Yes,No,Confirmed
INC00758,2026-03-07,Bangalore,India,Lost Badge,Low,Day,18,Yes,Yes,No,Confirmed
INC00759,2025-09-13,Bangalore,India,Lost Badge,Medium,Night,13,Yes,Yes,Yes,Confirmed
INC00760,2025-09-11,Bangalore,India,Suspicious Package,High,Night,16,Yes,Yes,No,Confirmed
INC00761,2026-03-26,Tokyo,Japan,CCTV Offline,Medium,Night,12,Yes,Yes,Yes,Confirmed
INC00762,2026-03-29,Tokyo,Japan,Unauthorized Access,Medium,Day,5,Yes,Yes,No,Confirmed
INC00763,2026-01-26,Bangalore,India,CCTV Offline,Medium,Day,6,Yes,No,No,Resolved
INC00764,2025-04-14,Sydney,Australia,Visitor Policy Violation,Medium,Night,16,Yes,No,No,Confirmed
INC00765,2025-01-13,Tokyo,Japan,Suspicious Package,Critical,Day,10,No,Yes,No,Confirmed
INC00766,2026-04-01,Dublin,Ireland,Badge Misuse,High,Evening,10,Yes,Yes,Yes,Confirmed
INC00767,2025-05-30,Berlin,Germany,CCTV Offline,Medium,Day,14,Yes,Yes,Yes,Confirmed
INC00768,2025-02-25,Austin,USA,Tailgating,Medium,Evening,15,Yes,Yes,Yes,Under Investigation
INC00769,2026-04-24,London,UK,Badge Misuse,Medium,Evening,8,Yes,No,No,Confirmed
INC00770,2025-02-13,Austin,USA,Unauthorized Access,High,Night,9,Yes,No,No,Resolved
INC00771,2025-12-06,Sydney,Australia,Suspicious Package,Critical,Day,13,Yes,No,Yes,Confirmed
INC00772,2026-03-27,Tokyo,Japan,Tailgating,Medium,Day,7,Yes,Yes,No,Confirmed
INC00773,2025-08-13,Bangalore,India,Lost Badge,Low,Day,17,Yes,Yes,Yes,Confirmed
INC00774,2025-05-21,Dublin,Ireland,Unauthorized Access,Medium,Night,6,Yes,Yes,Yes,Under Investigation
INC00775,2026-01-17,Dublin,Ireland,CCTV False Alarm,Low,Day,5,N/A,No,No,False Alarm
INC00776,2025-05-14,London,UK,Unauthorized Access,Medium,Night,2,No,Yes,No,Confirmed
INC00777,2025-07-13,Berlin,Germany,Emergency Exit Misuse,Medium,Night,14,Yes,Yes,No,Confirmed
INC00778,2025-03-25,Austin,USA,CCTV Offline,Medium,Day,8,No,Yes,No,Confirmed
INC00779,2026-04-21,Berlin,Germany,Emergency Exit Misuse,High,Evening,15,Yes,Yes,No,Confirmed
INC00780,2025-07-27,Berlin,Germany,Emergency Exit Misuse,Medium,Day,19,Yes,Yes,Yes,Confirmed
INC00781,2026-01-19,Berlin,Germany,Suspicious Package,Critical,Night,11,No,Yes,No,Confirmed
INC00782,2026-04-24,Bangalore,India,CCTV False Alarm,Low,Day,14,Yes,Yes,No,False Alarm
INC00783,2025-08-28,Dublin,Ireland,Visitor Policy Violation,Low,Day,11,No,Yes,No,Confirmed
INC00784,2025-03-15,London,UK,Suspicious Person,Medium,Day,13,Yes,Yes,No,Resolved
INC00785,2025-05-22,Dublin,Ireland,Suspicious Person,High,Day,20,No,No,Yes,Confirmed
INC00786,2025-01-13,Tokyo,Japan,Visitor Policy Violation,Medium,Night,11,Yes,Yes,No,Confirmed
INC00787,2025-08-03,Berlin,Germany,Lost Badge,Low,Night,6,No,Yes,No,Confirmed
INC00788,2026-03-04,London,UK,Badge Misuse,Medium,Day,12,Yes,Yes,No,Confirmed
INC00789,2025-12-30,Austin,USA,Suspicious Person,Medium,Evening,9,No,Yes,No,Confirmed
INC00790,2025-02-02,Tokyo,Japan,Suspicious Package,Critical,Evening,16,No,Yes,No,Confirmed
